,Lasso 0.00048828125 electrostatic_coef,Lasso 0.000244140625 electrostatic_coef,Lasso 0.0001220703125 electrostatic_coef,Lasso 6.103515625e-05 electrostatic_coef,Ridge 1.9073486328125e-06 electrostatic_coef,ElasticNet 0.0001220703125 0.5 electrostatic_coef,ElasticNet 0.000244140625 0.5 electrostatic_coef,ElasticNet 0.00048828125 0.5 electrostatic_coef,Ridge 1.52587890625e-05 electrostatic_coef,Ridge 3.814697265625e-06 electrostatic_coef,Ridge 9.5367431640625e-07 electrostatic_coef,ElasticNet 6.103515625e-05 0.5 electrostatic_coef,PLS 2 electrostatic_coef,PLS 1 electrostatic_coef,PLS 3 electrostatic_coef,PLS 4 electrostatic_coef,PLS 7 electrostatic_coef,PLS 5 electrostatic_coef,PLS 8 electrostatic_coef,PLS 6 electrostatic_coef,PLS 9 electrostatic_coef,Ridge 3.0517578125e-05 electrostatic_coef,Ridge 7.62939453125e-06 electrostatic_coef,ElasticNet 3.0517578125e-05 0.5 electrostatic_coef,Ridge 0.0001220703125 electrostatic_coef,Ridge 0.00048828125 electrostatic_coef,Ridge 6.103515625e-05 electrostatic_coef,Ridge 0.000244140625 electrostatic_coef,Lasso 3.0517578125e-05 electrostatic_coef,ElasticNet 1.52587890625e-05 0.5 electrostatic_coef,ElasticNet 7.62939453125e-06 0.5 electrostatic_coef,Lasso 1.52587890625e-05 electrostatic_coef,ElasticNet 3.814697265625e-06 0.5 electrostatic_coef,Lasso 7.62939453125e-06 electrostatic_coef,ElasticNet 1.9073486328125e-06 0.5 electrostatic_coef,Lasso 3.814697265625e-06 electrostatic_coef,Lasso 1.9073486328125e-06 electrostatic_coef,Lasso 9.5367431640625e-07 electrostatic_coef,ElasticNet 9.5367431640625e-07 0.5 electrostatic_coef
-5 2 3,12.526769766190608,73.94960852945495,128.99026597322904,162.80107594953435,212.98515215319375,24.852527419790494,12.142077854235154,3.2884598508343816,208.04373051760223,214.3106380748101,211.4712417784194,41.06601656555427,4.022722795204621,-3.7827849539807157,15.462908479232384,16.328284043835442,73.82484603849527,38.17602644937871,87.16474348931098,63.49634327796984,102.77614869422462,194.73365576353518,213.6621770543949,61.33734101040482,147.7766269877656,93.98235467362943,173.6976671857498,120.3616251713093,145.23541952649921,84.29510271522398,109.52253175120198,150.50756729726376,137.28769168290657,198.2988018743744,165.04603480355664,213.5151130552501,243.77066194422238,263.2332856521319,189.50647673262063
-5 2 4,0.0,0.0,-0.0,-0.0,-220.66087693948904,8.248243273413326,2.548677292104901,0.0,-178.32224515697968,-212.30129496944224,-225.42884900232096,11.25370955149679,-3.5523115046182676,-6.948707308208084,11.640739837833882,17.963157863540125,31.558331990527122,21.830908751996674,27.519849163681172,29.86784967272815,3.5709687075403216,-150.81203051084063,-198.66785235044154,7.7626428657976,-80.31526177844484,-14.565811056858962,-117.2280162774894,-44.35656294040556,-68.93370172554687,-1.1453109035650135,-29.66523132233862,-144.62873032116272,-65.3403693433129,-166.48082025115085,-103.18264949528186,-149.85841312617674,-193.25485094026538,-191.12741568444113,-137.89227246701037
-5 2 5,0.0,0.0,64.16344712548073,80.02576961498576,65.85438549209667,14.876932734659237,7.680912276123029,1.9615264266830137,65.72119382600596,64.51867993269882,67.46472284952753,24.053368082930298,0.7817256496182584,-1.2201795801772475,11.20558093054819,21.19287961862247,41.76418887572969,23.942820388807082,54.87748133400576,30.058687097504276,63.406937708020436,66.54749905146846,64.45368108824684,33.97784940460019,60.03564874274029,45.50048241402086,64.7992766621404,53.27207684254954,31.10950834145957,42.65597251650509,50.829644549287245,0.0,58.14065704464754,0.0,63.16432213414583,0.0,0.0,0.0,65.43359556301114
-5 2 6,0.0,0.0,0.0,0.0,87.95261101538001,19.257568850759537,14.356982969973316,9.164884142692026,79.44068328879094,86.07463368533584,89.26014700805449,23.422921775507497,9.395554888845647,3.8457364200875737,19.38627831027757,24.058608183662905,32.37417542381784,27.35162111220388,36.066745132793336,27.288851544300037,39.37634160040473,73.0285258517295,83.45140203048358,26.963913660663337,52.74197163246279,34.13926712808309,63.78337116297441,42.195172908017554,0.0,29.863284306239358,36.24296584683315,0.0,45.788568371613316,0.0,56.98861492064413,0.0,0.0,108.31650987736113,67.40469764913948
-5 3 1,0.0,0.0,0.0,0.0,74.00449819436868,4.513665875253062,0.6012716132484937,0.0,60.438367802175435,71.8941598376418,74.94567368368567,8.80948630465588,1.1574289724794256,0.37289497834712937,2.0894879381210636,7.038280653611117,21.270771056258305,13.732055758113905,22.481367578317705,18.358126750177934,25.520797804381974,50.57952620292546,67.64310623600784,13.115574652845678,30.82662468082336,20.839267059718473,39.89206145218887,24.734269346094017,-0.0,15.772029546778143,18.609586287476972,-0.0,23.514388117768867,-0.0,32.21902001626078,-0.0,-0.0,-0.0,42.17826218954722
-5 3 2,0.0,0.0,0.0,-0.0,-38.76616974522701,0.9301519435519562,0.0,0.0,-31.580307759393868,-36.7097251046087,-40.408786662512824,1.5754516759943407,0.7265961784613958,0.3198355589729143,0.19531507300848153,4.182367368169055,11.536318916822118,10.217925066911997,3.7089553343024337,13.0004184701918,-3.605185228086248,-27.319270658357183,-34.43059213750082,0.0,-14.853268221803273,-2.429020785379563,-21.481354790500006,-8.28679522174336,-0.0,-0.0,-1.7429336992415692,-0.0,-9.063992497418427,-0.0,-15.319398630122667,-0.0,-3.6700164637669466,-0.0,-21.55483019463622
-5 3 3,0.0,0.0,0.0,0.0,61.16656030202066,4.937343215228094,1.3623790574564438,0.0,49.15407078491908,57.752889117887825,63.502236907132755,8.32214483592757,0.5685250431302529,-0.036355460168140376,3.3637422918929016,7.474210916820257,23.78711694736814,13.092653201468414,19.451935753014197,21.632656502254616,14.39217596940493,45.052528107864696,53.523803241106855,11.602603873931901,34.178759001392955,20.085219274940012,40.46534239028154,26.677903181096013,0.0,15.20330520440529,20.1018165426016,0.0,27.877901762462564,0.0,35.37480336434446,-0.0,0.0,0.0,39.996493172664586
-5 3 4,0.0,0.0,0.0,0.0,72.20488763937779,-0.0,-0.0,-0.0,48.326787321298475,65.21158718362929,77.26178838540682,-0.0,-4.005551485589413,-2.4977992909136804,-4.497041137468127,-3.269250193693142,4.434554131497949,-4.089403865919722,6.882068971026723,-0.34142523527648394,5.783300303345779,39.52448149337932,56.96551277177183,0.0,20.888527015853178,5.956123116261667,30.30942652638842,12.371789848044088,0.0,0.0,5.011770838489812,0.0,13.528829311606605,0.0,23.627413556340926,0.0,0.0,0.0,33.39738277294033
-5 3 5,-0.0,-0.0,-0.0,-0.0,-10.924861054499644,-20.508465718329212,-13.43946252027256,-8.062985112605828,-23.775284742279833,-14.045473441369932,-8.880587620334634,-28.330975777117402,-9.565496480278377,-5.618525466332216,-15.723949581435884,-20.708815695262896,-45.88456615029665,-31.54070603744607,-49.643126209626196,-42.20392953295784,-56.57903674564153,-30.21788958274738,-18.33746521508304,-35.46362662104828,-42.50980906139874,-43.77341261873321,-36.997945046743446,-44.99556319248573,-0.0,-42.02255741715537,-45.44611347258614,-0.0,-43.46917725854916,-0.0,-37.776443730889675,-0.0,-0.0,-170.06735991432606,-30.003983508601337
-5 3 6,-0.0,-0.0,-0.0,-0.0,-13.051658203190852,-6.999313625930639,-3.4227611412922028,-0.8012131769855664,-19.493636470345173,-15.499762036148983,-11.144099824704707,-10.995357794351301,-4.311245686417866,-2.7406963737947105,-6.6262890361228735,-9.560545284039675,-23.590658977205905,-14.95786731722007,-25.562252053165793,-21.232041368248147,-27.897157748210745,-19.966422005572237,-17.903703566947183,-14.307416280013463,-19.835857188739315,-19.92023572301882,-19.82836462217226,-20.09708062518482,-0.0,-16.722357484461394,-17.652196921238158,-0.0,-16.99139377371425,-0.0,-16.407361843352394,-0.0,-0.0,-0.0,-15.849550076807793
-4 1 1,-0.0,-0.0,-0.0,-0.0,32.99382402828947,-15.707762842315992,-8.163249868948704,-3.351438348673375,37.72240502155121,41.53493956212426,24.636874878419835,-25.994871418892117,-4.937459471508192,-3.866920733770868,-7.691463489790427,-15.681929118202365,-45.64435087092659,-23.26288551495208,-62.66521269059536,-34.847801311941275,-82.41325216516631,18.639527975946102,44.97042212897551,-37.3391946914973,-31.913499108357605,-50.273588868362864,-7.373933285319096,-47.265081392475416,-0.0,-46.235331763132976,-47.84820168156184,0.0,-36.90361470066495,0.0,-14.673935705853841,0.0,0.0,33.05191123437565,6.396298324812168
